minute_key,date,date_iso,phase,phase_detail,os_n_total,os_n_used,os_km_max,os_km_avg,local_n_unique,local_km_max,capture_ratio,os_bin_0-50,local_bin_0-50,capture_bin_0-50,os_bin_50-100,local_bin_50-100,capture_bin_50-100,os_bin_100-150,local_bin_100-150,capture_bin_100-150,os_bin_150-200,local_bin_150-200,capture_bin_150-200,os_bin_200-9999,local_bin_200-9999,capture_bin_200-9999
29445164,20251226,2025-12-26,RTL-SDR,Unknown,28,21,182.482,78.938,0,0.0,0.0,6.718108180736304,0,0.0,8.001703868697271,0,0.0,5.06222932987677,0,0.0,1.2179586206896549,0,0.0,0.0,0,
29445165,20251226,2025-12-26,RTL-SDR,Unknown,26,21,195.096,83.537,0,0.0,0.0,6.379100850546781,0,0.0,7.328417012143496,0,0.0,5.6849077781202295,0,0.0,1.6075743591894942,0,0.0,0.0,0,
29445166,20251226,2025-12-26,RTL-SDR,Unknown,28,24,205.094,78.967,0,0.0,0.0,8.46369778956426,0,0.0,8.350624940464957,0,0.0,4.969522396806565,0,0.0,2.093947756011077,0,0.0,0.12220711715314003,0,
29445167,20251226,2025-12-26,RTL-SDR,Unknown,26,22,155.076,67.375,0,0.0,0.0,9.376544998891864,0,0.0,6.730853756751541,0,0.0,5.452254241202021,0,0.0,0.4403470031545744,0,,0.0,0,
29445168,20251226,2025-12-26,RTL-SDR,Unknown,26,22,167.899,68.936,0,0.0,0.0,10.11512855408835,0,0.0,6.343951675636674,0,0.0,4.038705758085771,0,0.0,1.5022140121892036,0,0.0,0.0,0,
29445169,20251226,2025-12-26,RTL-SDR,Unknown,26,22,140.452,66.946,0,0.0,0.0,10.192735359525575,0,0.0,6.355629728663643,0,0.0,5.451634911810784,0,0.0,0.0,0,,0.0,0,
29445170,20251226,2025-12-26,RTL-SDR,Unknown,25,22,153.287,66.542,0,0.0,0.0,9.42377876394291,0,0.0,8.319539050653832,0,0.0,4.100341112198778,0,0.0,0.15634107320448098,0,,0.0,0,
29445171,20251226,2025-12-26,RTL-SDR,Unknown,31,21,165.916,71.309,0,0.0,0.0,8.535613832571903,0,0.0,7.380229721707846,0,0.0,3.915596625742754,0,0.0,1.1685598199774971,0,0.0,0.0,0,
29445172,20251226,2025-12-26,RTL-SDR,Unknown,29,24,178.975,71.079,0,0.0,0.0,10.102030508132135,0,0.0,8.554237040379752,0,0.0,3.559140698020057,0,0.0,1.7845917534680567,0,0.0,0.0,0,
29445173,20251226,2025-12-26,RTL-SDR,Unknown,32,23,191.332,77.89,0,0.0,0.0,8.616555775340167,0,0.0,7.5975996783539514,0,0.0,5.771378332108587,0,0.0,1.014466214197294,0,0.0,0.0,0,
29445174,20251226,2025-12-26,RTL-SDR,Unknown,31,27,201.248,81.734,0,0.0,0.0,8.509189925119129,0,0.0,9.87204061809679,0,0.0,7.277224790207903,0,0.0,1.308875143006728,0,0.0,0.03266952356944919,0,
29445175,20251226,2025-12-26,RTL-SDR,Unknown,30,22,195.477,72.781,0,0.0,0.0,8.260614890133821,0,0.0,9.654921123266513,0,0.0,2.8142000740627013,0,0.0,1.270263912536965,0,0.0,0.0,0,
29445176,20251226,2025-12-26,RTL-SDR,Unknown,29,21,170.385,69.343,0,0.0,0.0,7.954545454545454,0,0.0,8.940180386108892,0,0.0,3.666913997143636,0,0.0,0.43836016220201623,0,,0.0,0,
29445177,20251226,2025-12-26,RTL-SDR,Unknown,23,22,181.478,75.986,0,0.0,0.0,7.94694331662067,0,0.0,8.249770197556328,0,0.0,5.1352860999833165,0,0.0,0.6680003858396846,0,0.0,0.0,0,
29445178,20251226,2025-12-26,RTL-SDR,Unknown,22,21,139.767,72.421,0,0.0,0.0,7.900082762771801,0,0.0,7.408809433175991,0,0.0,5.6911078040522085,0,0.0,0.0,0,,0.0,0,
29445179,20251226,2025-12-26,RTL-SDR,Unknown,24,22,214.467,87.682,0,0.0,0.0,7.526307867044351,0,0.0,6.270649180290469,0,0.0,6.041274584047498,0,0.0,1.037775010377748,0,0.0,1.1239933582399344,0,0.0
29445180,20251226,2025-12-26,RTL-SDR,Unknown,25,20,210.698,88.898,0,0.0,0.0,6.036022985175528,0,0.0,5.672483713874859,0,0.0,5.510662406711704,0,0.0,2.5694121475728227,0,0.0,0.2114187466650863,0,
29445181,20251226,2025-12-26,RTL-SDR,Unknown,25,19,165.523,69.846,0,0.0,0.0,9.652256250790954,0,0.0,4.293746497206804,0,0.0,4.234591239889111,0,0.0,0.8194060121131316,0,0.0,0.0,0,
29445182,20251226,2025-12-26,RTL-SDR,Unknown,24,20,177.067,71.343,0,0.0,0.0,9.833228445563249,0,0.0,4.8133087724889725,0,0.0,3.157159751644749,0,0.0,2.1963030303030306,0,0.0,0.0,0,
29445183,20251226,2025-12-26,RTL-SDR,Unknown,25,20,163.471,66.114,0,0.0,0.0,10.035665632331794,0,0.0,4.730189964428972,0,0.0,3.3905804755570856,0,0.0,1.843563927682148,0,0.0,0.0,0,
29445184,20251226,2025-12-26,RTL-SDR,Unknown,25,19,179.249,76.614,0,0.0,0.0,8.434847462442733,0,0.0,4.9434536309130275,0,0.0,2.5835990770631114,0,0.0,3.0380998295811286,0,0.0,0.0,0,
29445185,20251226,2025-12-26,RTL-SDR,Unknown,24,16,166.735,70.48,0,0.0,0.0,7.899362126508285,0,0.0,3.1847652047216055,0,0.0,3.6974258150065573,0,0.0,1.2184468537635524,0,0.0,0.0,0,
29445186,20251226,2025-12-26,RTL-SDR,Unknown,26,22,196.635,79.139,0,0.0,0.0,9.21504565636257,0,0.0,5.83841673989351,0,0.0,5.651076922002443,0,0.0,1.2954606817414775,0,0.0,0.0,0,
29445187,20251226,2025-12-26,RTL-SDR,Unknown,26,21,156.24,77.687,0,0.0,0.0,7.295212950739943,0,0.0,7.126340656848248,0,0.0,5.945096948235877,0,0.0,0.6333494441759328,0,0.0,0.0,0,
29445188,20251226,2025-12-26,RTL-SDR,Unknown,27,23,149.981,76.15,0,0.0,0.0,7.663601226176196,0,0.0,9.573761411186439,0,0.0,5.762637362637365,0,0.0,0.0,0,,0.0,0,
29445189,20251226,2025-12-26,RTL-SDR,Unknown,30,19,157.802,74.65,0,0.0,0.0,6.755699677148667,0,0.0,8.10271318439883,0,0.0,3.6578448071641607,0,0.0,0.4837423312883429,0,,0.0,0,
29445190,20251226,2025-12-26,RTL-SDR,Unknown,23,19,165.999,78.812,0,0.0,0.0,6.259554056191028,0,0.0,7.626012559429186,0,0.0,4.192943751786116,0,0.0,0.9214896325936704,0,0.0,0.0,0,
29445191,20251226,2025-12-26,RTL-SDR,Unknown,27,24,177.724,85.162,0,0.0,0.0,7.453230975627935,0,0.0,8.129533242054974,0,0.0,7.070860493390845,0,0.0,1.3463752889262457,0,0.0,0.0,0,
29445192,20251226,2025-12-26,RTL-SDR,Unknown,30,22,167.136,79.038,0,0.0,0.0,8.860820673100159,0,0.0,5.820956594813713,0,0.0,6.731300325808883,0,0.0,0.5869224062772449,0,0.0,0.0,0,
29445193,20251226,2025-12-26,RTL-SDR,Unknown,30,25,148.217,81.218,0,0.0,0.0,9.369331554409584,0,0.0,8.683203468939315,0,0.0,6.947464976651102,0,0.0,0.0,0,,0.0,0,
29445194,20251226,2025-12-26,RTL-SDR,Unknown,29,21,161.927,81.833,0,0.0,0.0,7.080338237872392,0,0.0,7.286925396936978,0,0.0,5.092216230962442,0,0.0,1.5405201342281885,0,0.0,0.0,0,
29445195,20251226,2025-12-26,RTL-SDR,Unknown,26,20,178.382,80.326,0,0.0,0.0,6.680115966813184,0,0.0,6.996823303968372,0,0.0,4.464396983325782,0,0.0,1.8586637458926614,0,0.0,0.0,0,
29445196,20251226,2025-12-26,RTL-SDR,Unknown,23,20,193.835,82.942,0,0.0,0.0,6.188501763723002,0,0.0,7.891245017939912,0,0.0,3.5468132919553064,0,0.0,2.3734399263817796,0,0.0,0.0,0,
29445197,20251226,2025-12-26,RTL-SDR,Unknown,29,21,209.298,82.712,0,0.0,0.0,6.6867907225555,0,0.0,7.544825221870568,0,0.0,5.238574207157033,0,0.0,1.3079963345349515,0,0.0,0.22181351388194737,0,
29445198,20251226,2025-12-26,RTL-SDR,Unknown,32,24,172.498,79.801,0,0.0,0.0,9.122839027505359,0,0.0,7.1877366645633955,0,0.0,6.308773637621281,0,0.0,1.380650670309965,0,0.0,0.0,0,
29445199,20251226,2025-12-26,RTL-SDR,Unknown,28,19,233.026,72.971,0,0.0,0.0,8.49230329143797,0,0.0,6.496125888013679,0,0.0,2.5473443510207634,0,0.0,1.0568792180929323,0,0.0,0.40734725143465533,0,
29445200,20251226,2025-12-26,RTL-SDR,Unknown,29,20,135.074,69.451,0,0.0,0.0,8.013976374797648,0,0.0,7.912481360250424,0,0.0,4.073542264951929,0,0.0,0.0,0,,0.0,0,
29445201,20251226,2025-12-26,RTL-SDR,Unknown,29,22,143.459,74.832,0,0.0,0.0,9.121515166592037,0,0.0,6.9702746949012235,0,0.0,5.90821013850674,0,0.0,0.0,0,,0.0,0,
29445202,20251226,2025-12-26,RTL-SDR,Unknown,28,19,153.366,65.172,0,0.0,0.0,8.19983427703356,0,0.0,7.42396097861421,0,0.0,2.9339837514051967,0,0.0,0.4422209929470343,0,,0.0,0,
29445203,20251226,2025-12-26,RTL-SDR,Unknown,31,26,162.85,73.856,0,0.0,0.0,10.336492589529929,0,0.0,8.509538233383708,0,0.0,6.6109114091334344,0,0.0,0.5430577679529285,0,0.0,0.0,0,
29445204,20251226,2025-12-26,RTL-SDR,Unknown,31,24,155.02,71.682,0,0.0,0.0,9.941346058256288,0,0.0,8.42051467563565,0,0.0,5.214599928415592,0,0.0,0.42353933769246943,0,,0.0,0,
29445205,20251226,2025-12-26,RTL-SDR,Unknown,28,22,150.49,75.061,0,0.0,0.0,8.531761420926083,0,0.0,7.340415375204945,0,0.0,5.99671155220271,0,0.0,0.13111165166626226,0,,0.0,0,
29445206,20251226,2025-12-26,RTL-SDR,Unknown,26,20,145.985,68.911,0,0.0,0.0,8.15713912816497,0,0.0,7.950892834529029,0,0.0,3.8919680373060017,0,0.0,0.0,0,,0.0,0,
29445207,20251226,2025-12-26,RTL-SDR,Unknown,30,25,173.488,75.226,0,0.0,0.0,10.144951060756084,0,0.0,7.7620263384642705,0,0.0,5.844670204844446,0,0.0,1.2483523959352012,0,0.0,0.0,0,
29445208,20251226,2025-12-26,RTL-SDR,Unknown,30,26,176.925,76.659,0,0.0,0.0,10.072834340616767,0,0.0,8.5074493267276,0,0.0,5.706312356251873,0,0.0,1.7134039764037579,0,0.0,0.0,0,
29445209,20251226,2025-12-26,RTL-SDR,Unknown,28,24,157.407,69.474,0,0.0,0.0,10.459156991946449,0,0.0,8.026939746712296,0,0.0,4.472008993377358,0,0.0,1.0418942679638974,0,0.0,0.0,0,
29445210,20251226,2025-12-26,RTL-SDR,Unknown,31,25,139.501,68.525,0,0.0,0.0,10.636487406398912,0,0.0,8.898369066946138,0,0.0,5.46514352665495,0,0.0,0.0,0,,0.0,0,
29445211,20251226,2025-12-26,RTL-SDR,Unknown,32,25,143.527,65.541,0,0.0,0.0,9.83137230227144,0,0.0,10.308055305935621,0,0.0,4.860572391792939,0,0.0,0.0,0,,0.0,0,
29445212,20251226,2025-12-26,RTL-SDR,Unknown,33,29,145.598,67.565,0,0.0,0.0,12.8521033131836,0,0.0,10.214566046868116,0,0.0,5.933330639948285,0,0.0,0.0,0,,0.0,0,
29445213,20251226,2025-12-26,RTL-SDR,Unknown,32,26,138.347,64.459,0,0.0,0.0,11.55802126675913,0,0.0,10.15181684033925,0,0.0,4.290161892901619,0,0.0,0.0,0,,0.0,0,
29445214,20251226,2025-12-26,RTL-SDR,Unknown,31,29,173.515,68.612,0,0.0,0.0,12.650497295410922,0,0.0,10.228635221885511,0,0.0,4.748985693051999,0,0.0,1.3718817896515665,0,0.0,0.0,0,
29445215,20251226,2025-12-26,RTL-SDR,Unknown,32,27,158.764,65.655,0,0.0,0.0,10.937727869330612,0,0.0,11.174102936443187,0,0.0,4.560701715676519,0,0.0,0.3274674785496825,0,,0.0,0,
29445216,20251226,2025-12-26,RTL-SDR,Unknown,32,29,197.552,71.315,0,0.0,0.0,11.649767808076101,0,0.0,11.683116288958939,0,0.0,4.001985275374097,0,0.0,1.665130627590863,0,0.0,0.0,0,
29445217,20251226,2025-12-26,RTL-SDR,Unknown,36,27,209.178,70.768,0,0.0,0.0,11.457378551787352,0,0.0,10.159219808868388,0,0.0,4.212247201170838,0,0.0,0.9895184343619435,0,0.0,0.18163600381147982,0,
29445218,20251226,2025-12-26,RTL-SDR,Unknown,29,26,222.201,69.163,0,0.0,0.0,12.228618730481243,0,0.0,9.989522786995316,0,0.0,2.8541827790671896,0,0.0,0.6424257998201213,0,0.0,0.28524990363613045,0,
29445219,20251226,2025-12-26,RTL-SDR,Unknown,32,26,230.065,73.064,0,0.0,0.0,10.1295017843507,0,0.0,10.55089206684086,0,0.0,4.289066544848046,0,0.0,0.6435643564356441,0,0.0,0.3869752475247521,0,
29445220,20251226,2025-12-26,RTL-SDR,Unknown,33,27,171.84,71.007,0,0.0,0.0,9.193429762196617,0,0.0,12.040650192439049,0,0.0,4.94614581414596,0,0.0,0.8197742312183735,0,0.0,0.0,0,
29445221,20251226,2025-12-26,RTL-SDR,Unknown,33,27,151.315,68.366,0,0.0,0.0,9.305339196845836,0,0.0,11.194555744987811,0,0.0,6.4190988980020816,0,0.0,0.08100616016427176,0,,0.0,0,
29445222,20251226,2025-12-26,RTL-SDR,Unknown,34,26,164.385,69.801,0,0.0,0.0,10.403828608928086,0,0.0,8.724915485955822,0,0.0,6.423875522340973,0,0.0,0.4473803827751188,0,,0.0,0,
29445223,20251226,2025-12-26,RTL-SDR,Unknown,33,26,171.658,72.463,0,0.0,0.0,10.675163001527368,0,0.0,8.140532558145956,0,0.0,6.479079512964687,0,0.0,0.7052249273619882,0,0.0,0.0,0,
29445224,20251226,2025-12-26,RTL-SDR,Unknown,32,24,159.226,75.532,0,0.0,0.0,9.0960083683277,0,0.0,7.155693586578304,0,0.0,7.101124373497573,0,0.0,0.6471736715964234,0,0.0,0.0,0,
29445225,20251226,2025-12-26,RTL-SDR,Unknown,34,27,154.256,75.68,0,0.0,0.0,10.966515572452114,0,0.0,7.121913938526989,0,0.0,7.118797310212952,0,0.0,1.7927731788079462,0,0.0,0.0,0,
29445226,20251226,2025-12-26,RTL-SDR,Unknown,34,25,164.421,72.985,0,0.0,0.0,11.201519822209477,0,0.0,7.022607392128033,0,0.0,4.825676292313036,0,0.0,1.9501964933494542,0,0.0,0.0,0,
29445227,20251226,2025-12-26,RTL-SDR,Unknown,34,24,174.653,70.852,0,0.0,0.0,10.770059235325794,0,0.0,6.2074638035593495,0,0.0,4.750437889075785,0,0.0,2.272039072039071,0,0.0,0.0,0,
29445228,20251226,2025-12-26,RTL-SDR,Unknown,31,27,174.701,76.718,0,0.0,0.0,9.71362786012376,0,0.0,9.403087898344573,0,0.0,4.13381145557719,0,0.0,3.7494727859544765,0,0.0,0.0,0,
29445229,20251226,2025-12-26,RTL-SDR,Unknown,29,25,174.75,75.655,0,0.0,0.0,10.051786805622568,0,0.0,6.564669441656493,0,0.0,5.647701967105751,0,0.0,2.7358417856151895,0,0.0,0.0,0,
29445230,20251226,2025-12-26,RTL-SDR,Unknown,30,24,172.909,71.36,0,0.0,0.0,11.170480144471544,0,0.0,6.224484694877305,0,0.0,5.437152073009366,0,0.0,1.167883087641786,0,0.0,0.0,0,
29445231,20251226,2025-12-26,RTL-SDR,Unknown,29,24,181.346,70.783,0,0.0,0.0,12.440551380756997,0,0.0,4.610206998294221,0,0.0,5.989572266933065,0,0.0,0.959669354015718,0,0.0,0.0,0,
29445232,20251226,2025-12-26,RTL-SDR,Unknown,32,26,146.554,72.351,0,0.0,0.0,12.264845179915845,0,0.0,5.758576777038398,0,0.0,7.976578043045757,0,0.0,0.0,0,,0.0,0,
29445233,20251226,2025-12-26,RTL-SDR,Unknown,29,23,207.322,79.143,0,0.0,0.0,9.665327528533728,0,0.0,6.586727922747486,0,0.0,5.621621655011608,0,0.0,0.9824525432706273,0,0.0,0.14387035043655105,0,
29445234,20251226,2025-12-26,RTL-SDR,Unknown,30,23,212.946,88.173,0,0.0,0.0,8.070968375840435,0,0.0,6.427376985732061,0,0.0,6.798543508348979,0,0.0,1.443337264677469,0,0.0,0.25977386540105696,0,
29445235,20251226,2025-12-26,RTL-SDR,Unknown,30,23,216.084,91.489,0,0.0,0.0,7.75465616528881,0,0.0,5.969510015076589,0,0.0,5.122498776022493,0,0.0,3.785023613902826,0,0.0,0.3683114297092809,0,
29445236,20251226,2025-12-26,RTL-SDR,Unknown,27,19,145.002,63.396,0,0.0,0.0,8.52017937219731,0,0.0,9.549177151813314,0,0.0,0.9306434759893776,0,0.0,0.0,0,,0.0,0,
29445237,20251226,2025-12-26,RTL-SDR,Unknown,26,18,174.548,74.527,0,0.0,0.0,6.534239414532149,0,0.0,7.42971090355328,0,0.0,2.953630995489856,0,0.0,1.0824186864247143,0,0.0,0.0,0,
29445238,20251226,2025-12-26,RTL-SDR,Unknown,29,19,139.405,74.262,0,0.0,0.0,6.134731621635584,0,0.0,7.488047736973969,0,0.0,5.377220641390448,0,0.0,0.0,0,,0.0,0,
29445239,20251226,2025-12-26,RTL-SDR,Unknown,29,21,113.376,65.908,0,0.0,0.0,9.208587665754578,0,0.0,7.268357778720637,0,0.0,4.5230545555247845,0,0.0,0.0,0,,0.0,0,
29445240,20251226,2025-12-26,RTL-SDR,Unknown,28,21,123.007,68.028,0,0.0,0.0,9.023409301845932,0,0.0,7.058851278008042,0,0.0,4.917739420146026,0,0.0,0.0,0,,0.0,0,
29445241,20251226,2025-12-26,RTL-SDR,Unknown,28,23,133.066,68.001,0,0.0,0.0,10.586004381685292,0,0.0,7.646859645853433,0,0.0,4.767135972461276,0,0.0,0.0,0,,0.0,0,
29445242,20251226,2025-12-26,RTL-SDR,Unknown,27,21,143.459,70.671,0,0.0,0.0,10.621876161758026,0,0.0,5.4064552668134045,0,0.0,4.9716685714285695,0,0.0,0.0,0,,0.0,0,
29445243,20251226,2025-12-26,RTL-SDR,Unknown,26,21,151.957,67.837,0,0.0,0.0,9.439729574223247,0,0.0,7.203708751009255,0,0.0,4.182539825174005,0,0.0,0.17402184959349465,0,,0.0,0,
29445244,20251226,2025-12-26,RTL-SDR,Unknown,29,25,160.265,75.021,0,0.0,0.0,11.237167155108866,0,0.0,6.422070438820157,0,0.0,6.262687292644661,0,0.0,1.078075113426316,0,0.0,0.0,0,
29445245,20251226,2025-12-26,RTL-SDR,Unknown,31,27,169.707,73.443,0,0.0,0.0,11.54201292705448,0,0.0,8.19275314115616,0,0.0,6.047638966114303,0,0.0,1.2175949656750573,0,0.0,0.0,0,
29445246,20251226,2025-12-26,RTL-SDR,Unknown,32,23,165.732,69.22,0,0.0,0.0,10.615907244664353,0,0.0,7.386242863696546,0,0.0,4.548107181519034,0,0.0,0.4497427101200683,0,,0.0,0,
29445247,20251226,2025-12-26,RTL-SDR,Unknown,31,24,145.868,67.041,0,0.0,0.0,11.234061674998596,0,0.0,7.535978810831363,0,0.0,5.229959514170042,0,0.0,0.0,0,,0.0,0,
29445248,20251226,2025-12-26,RTL-SDR,Unknown,32,29,215.392,75.238,0,0.0,0.0,12.53436143911758,0,0.0,8.953584377068978,0,0.0,5.5544067261863255,0,0.0,1.6023155041165296,0,0.0,0.3553319535105878,0,
29445249,20251226,2025-12-26,RTL-SDR,Unknown,32,26,167.984,68.454,0,0.0,0.0,10.669380519352615,0,0.0,10.350653529743985,0,0.0,4.405594881721009,0,0.0,0.5743710691823909,0,0.0,0.0,0,
